content_id,article_date,Title,Tags,Content
46,2021-09-08,Gheorghe Zamfir va urca pe scena de la UNTOLD 2021. Alina Ceușan și Ioana Grama vin cu propriile creații vestimentare,romania    cluj    premiera    italia    papa    cluj-napoca    franta    luna mai    brazilia    padurea    belgia    samba    kill bill    parada    scena    festival    olanda    time    tatuaje    haine    gheorghe zamfir    andre    aur    breakdance    andre rieu    alina ceușan    richard clayderman    andrea bocelli    parcul central,"Unul dintre cei mai buni naiști ai lumii, maestrul Gheorghe Zamfir, urcă în premieră pe scena principală UNTOLD pentru un moment unic.Vineri seară, 10 septembrie, de la 22:30, fanii festivalului vor asculta magia muzicii creată de unul dintre cei mai impresionanți artiști internaționali.O legendă a muzicii, cu peste 185 de albume compuse, vândute în 120 de milioane de exemplare, Gheorghe Zamfir are în palmares compoziții recompensate cu 100 de discuri de aur și de platină, premii și distincții obținute la nivel mondial. Este primul artist român care a câștigat două discuri de aur în SUA și care a cântat în timpul mesei private a unui Papă (Ioan Paul al II-lea, în 1988).Intitulat Regele Naiului, Gheorghe Zamfir a colaborat cu muzicieni de top: Andrea Bocelli, Ennio Morricone, André Rieu, Richard Clayderman și mulți alții. De asemenea, a compus temele din coloanele sonore ale filmelor ,,Once Upon A Time in America” și „The Tall Blonde Man with One Black Shoe”, Tarantino folosind interpretarea piesei „Lonely Shepherd” în coloana sonoră a peliculei „Kill Bill”.Una dintre cele mai mari dorințe ale maestrului este aceea de a pune bazele primei Academii Internaționale de Nai Gheorghe Zamfir, festivalul UNTOLD fiind implicat în promovarea acestui proiect. Doritorii pot cumpăra cărămizi virtuale din viitoarea clădire a Academiei Internaționale de Nai Gheorghe Zamfir de pe platforma clapart.com. Cei care le vor achiziționa își vor vedea numele în calitate de fondatori ,,plutind” în zona Amfiteatrului Academiei cu ajutorul tehnologiei AR (Realitate Augmentată).După festivalul UNTOLD, va fi lansată o colecție de NFT-uri (Non Fungible Tokes) rezultată din momentele memorabile create de Gheorghe Zamfir.Tărâmul magic UNTOLD își deschide porțile mâine, 9 septembrie, cu lumi de poveste. Fanii vor fi întâmpinați de zeci de personaje fantastice, acrobați internaționali, animatori, dansatori, trupe de teatru și muzicanți, parade și spectacole cu foc sau leduri și multe alte surprize.Luna – The Rising este protectoarea festivalului în acest an și va fi celebrată la înălțime, atât pe scena principală UNTOLD, cât și în alte zone din festival. Acrobați pe picioroange, care poartă costume de poveste și aduc Luna mai aproape de Pământ, vor defila peste tot în tărâmul magic. Artistele fac parte din trupa Moon Ladies și vin din Italia pregătite să facă spectacol timp de 4 zile și 4 nopți la Cluj-Napoca.Pădurea din Parcul Central va fi fermecată de acrobații pe cerc și spectacole la înălțime. Jongleriile cu foc și leduri colorate sunt la rândul lor de nelipsit. În fiecare seară de festival, trupa Amaris Agni va îmblânzi focul cu coregrafii impresionante și va colora întunericul cu mișcări uimitoare de dans, puse în lumină de leduri.Fanii se vor încărca cu energie bună și de la trupa Barbarossa Samba Group, care aduce ritmuri intense de samba, multă pasiune pentru muzică și viață, veselie și culoare. Dansatorii de la Jump In vor fi prezenți cu trupa de breakdance steampunk, parada fluturilor și numeroase alte personaje fascinante.În festival vor exista în acest an și ateliere de percuție pentru cei care își doresc să învețe tainele acestei expresii muzicale unice sau doar sunt curioși să urmărească artiști și elevi în acțiune.Unul dintre momentele care va face experiența UNTOLD impresionantă este expoziția ”Art(ist) for the Rainforest”. Acest eveniment aduce în Cluj-Napoca artiști din Peru, reprezentanți ai curentului Neo-Amazonian, care oferă un spectacol unic cu lucrările expuse, o combinație de elemente din natură cu simboluri ale triburilor indiene. Artiști ingenioși din Amazon, Peru și Brazilia au reușit să își facă cunoscută cosmoviziunea, folosindu-se de două elemente fundamental: Pământ și Univers.Personaje supradimensionate, sfere de dimensiuni uriașe, plante și animale din  Amazon, toate joacă un rol important în acest concept artistic.De la începutul anului 2019, artiștii din Peru au avut 14 expoziții, în Franța, Olanda, Belgia și România, reușind să vândă peste 100 de lucrări.Expoziția organizată în cadrul festivalului UNTOLD va recrea o atmosferă autentică, datorită unui invitat special, Puka, un faimos chitarist și artist sharango.  Fanii care vizitează această galerie pot dona pentru conservarea pădurilor amazoniene.Toate aceste experiențe pot fi admirate de sus, din roata fantastică înaltă de 30 de metri, care oferă o panoramă deosebită asupra universului UNTOLD, precum și asupra orașului Cluj-Napoca. Fanii pot trăi momente speciale și în caruselul veseliei și al copilăriei.Și în acest an, moda are locul ei de cinste în festival. La fashion corner, fanii pot găsi colecții speciale de haine, încălțăminte, bijuterii și accesorii realizate de peste 20 de designeri români, printre care și Ana Tobor – primul influencer virtual din România, care a construit brandul ,,My simplicated”.Alina Ceușan și Ioana Grama vor fi și ele prezente în zona de fashion, în toate cele 4 zile de distracție, cu propriile branduri de haine. Ioana Grama vine cu brandul Cream Lingerie, unde toate doamnele și domnișoarele pot găsi haine de festival. Totodată, o vor găsi aici în fiecare zi, între 17.00-19.00, pe Ioana Grama, care le va oferi opțiuni de outfituri de festival și va răspunde la întrebările lor.Și Alina Ceușan vine cu brandul Retrofuture și cu ținute făcute special pentru festival. În fiecare zi își va întâmpina fanii între 17:00 și 19:00, la standul ei, cu sesiuni de meet & greet.Zona Fantasy House îi așteaptă pe toți cei care doresc coafuri speciale, tatuaje temporare și make-up de festival."
47,2022-03-11,"Postul de radio al fostului politician clujean Cozmin Gușă, amendat DUR pentru propagandă rusă",basescu    romania    psd    cluj    nazist    campia turzii    adrian nastase    nastase    pdl    inventat    traian basescu    urs    rusia    deputat    detinut    ucraina    cna    emisiune    cozmin gușă    vladimir putin,"Membrii CNA au amendat cu 50.000 de lei postul de radio Gold FM, deținut de politicianul din Câmpia Turzii, Cozmin Guşă, pentru propagandă rusă.CNA acuză postul de radio că a continuat și promovat mesajele lui Vladimir Putin:Prin vocile unor invitaţi şi moderatori postul de radio a atins o serie de teme de propagandă rusă, după cum a enumerat Dorina Rusu, membru CNA:- în Ucraina nu e o invazie, nu e un război- Ucraina e un stat inventat, format prin raft teritorial- România nu are nicio treabă cu ce se întâmplă acolo. Nu e războiul nostru.- Zelensky e finanţat de un miliardar nazist- e o înţelegere subterană între SUA şi Rusia- Occidentul e de vină”Sunt emisiuni în care s-a făcut propagandă rusă şi în care, dacă ar fi vorbit domnul Putin în emisiune nu ar fi fost propaganda rusă mai prezentă decât a fost. (…) Ar putea să se cheme nu Gold FM ci Kremlin FM“, a punctat Dorina Rusu.”Mesajul este simplu: Putin are dreptate, iar românii trebuie să stea cuminţi să nu-l supere. Toate criticile au fost îndreptate spre Ucraina"", spune Mircea Toma, membru CNA.”Conducătorii noştri trebuie să ştie că dacă îl enervează pe urs, ursul ii va da la o parte“, a fost una dintre declaraţiile date pe post, citate de membrii CNA.Cozmin Gușă se victimizează dup amenda primită.”Iau în considerare să-mi suspend emisiunea dacă nu se revine asupra deciziei, dar să-i și acționez în justiție pe membri CNA, penal și civil"", a postat Cozmin Guşă pe pagina de socializare.”Eu nu cred că ce am făcut noi e propagandă rusă, ci obiectivitate”, a mai spus el. ”Am avut grijă să nu facem propagandă nici lui Zelensky şi nici lui Putin”, mai susţine acesta, potrivit analizei publicate depaginademedia.ro.Gușă și-a început cariera de la Cluj, unde a fost jurnalist, apoi a trecut prin mai multe partide politice, de pe partea stângă a spectrului politic (PSD, numărul doi în partid, după Adrian Năstase) până la PDL (fost deputat PDL în mandatul 2004-2008), apropiat de Traian Băsescu. În cele din urmă a eșuat și acum este acuzat că propag mesaje extremiste."
49,2022-03-13,"Ministrul Muncii, Marius Budăi: Companiile româneşti afectate de sancţiunile impuse Rusiei ar putea beneficia de şomaj",somaj    martie    somaj tehnic    ministrul muncii    romanesti,"Companiile româneşti care au avut relaţii comerciale cu Federaţia Rusă şi sunt afectate de sancţiunile internaţionale impuse acestei ţări ar putea beneficia de şomaj tehnic, a declarat, sâmbătă, 12 martie, ministrul Muncii, Marius Budăi.El a precizat că instituţia pe care o conduce lucrează la un proiect de act normativ privind susţinerea acestor companii, documentul urmând a fi finalizat cel mai devreme săptămâna viitoare.„Cei care, de exemplu, lucrează şi au contracte pe orizontală şi vor fi nevoiţi ca pentru anumită perioadă să îşi închidă producţia, ar putea primi şomaj tehnic. Trebuie să luăm măsuri pentru oamenii aceia, să îi încurajăm pe investitori să nu facă concedieri, doar să intrăm într-un şomaj tehnic, cum a fost cu pandemia, dar nu în aceleaşi condiţii. Mi-aş dori să fie plata direct către angajaţi"", a afirmat Budăi, conformAgerpres.ro.Ministrul a precizat că nu are „informaţii reale"" cu privire la numărul de firme afectate„Cu siguranţă vor fi, pentru că vor fi probleme şi pe lanţul de aprovizionare cu materie primă şi trebuie să preîntâmpinăm. Când vom ajunge în situaţia aceea, eu trebuie să am actul normativ în vigoare"", a adăugat Budăi."
57,2022-03-13,"Tanc răsturnat pe Calea Turzii, din Cluj-Napoca. Imagini în premieră de la accidentul care a făcut înconjurul României - VIDEO",cluj    turda    e60    cluj-napoca    dn1    iulie    calea turzii    youtube    ranit grav    politie    ranit    imagini    mures    rasturnat    pop teodor puscas,"Acum aproape 20 de ani, în 16 iulie 2003, un tanc s-a răsturnat pe Calea Turzii, din Cluj-Napoca, în timp ce era transportat la reparații. Acum, după 19 ani, au fost făcute public imagini cu acel incident.Un autotractor care transporta un tanc al Armatei s-a răsturnat în 16 iulie 2003, dimineața devreme, la ora 6.30, pe Calea Turzii, in apropierea de intrarea in municipiul Cluj-Napoca.Sistemul de frânare al vehiculului s-a defectat, iar trailerul s-a răsturnat, proiectând ocupantii cabinei prin parbriz.Șoferul, subofițerul muresean Marcel Trifan, și-a pierdut viața, iar un soldat a fost rănit grav.Surprinzător, tancul s-a oprit în poziție de tragere pe carosabil, blocând circulatia pe DN1 E60 timp de aproape doua ore.Comandantului de atunci al Inspectoratului Județean de Poliție, comisarul șef Pop Teodor Pușcaș, declara că tancul era transportat de o unitate de transport din Targu-Mures de la Turda spre Cluj, unde urma sa fie supus unei reparații."
60,2022-03-13,"FOTO - Fetiță din Kiev, fotografiată cu o acadea și o pușcă: „Copiii nu au ce căuta în mijlocul unui război",stiridecluj.ro    europa    armata    twitter    realitatea    fetita    case distruse    aniversare    bebelusi    3d    martie    rusi    facebook    republica    ucraina    scena    tweet    arma    pusca    inginer    premier    impact    donald tusk,"O fată de nouă ani din Kiev a fost fotografiată cu o acadea şi o puşcă la fereastra unei case distruse, imaginea scoate la iveală faptul că un copil nu îşi are locul într-un război.Copiii nu ar trebui să fie niciodată în mijlocul unui război. Însă realitatea dură a conflictului din Ucraina nu iartă pe nimeni. O fetiță din Kiev, fotografiată cu o acadea și o armă de foc în brațe, arată cât de puternică este dorința multor ucraineni de a-și apăra familiile și casele în care au trăit, în pace, până acum 17 zile. Cu panglici în culorile Ucrainei prinse în păr, copila pare conștientă de situație și pregătită pentru ce e mai rău.Fotografia cu impact emoțional a fost distribuită masiv pe rețelele de socializare, fiind postată inclusiv de Donald Tusk, fost premier polonez și președinte al Consiliului European, în prezent liderul Partidului Popular European (PPE).„Doar să nu-i spuneți, vă rog, că sancțiuni mai dure ar fi prea scumpe pentru Europa"", a scris el pe Twitter.Potrivit jurnaliștilor de laas.com, momentul a fost imortalizat deAlexei Kiricenko, tatăl copilei. El a fost cel care a publicat-o peFacebookcu un mesaj scurt: „Tânără fată cu o acadea"". În secțiunea de comentarii bărbatul a explicat că fotografia a fost pregătită din timp și că i-a dat micuței arma sa, fără gloanțe, pentru a transmite un mesaj cu privire la ce se întâmplă în capitala Ucrainei și nu numai.Peste70 de copii au fost uciși de la începutul invaziei, iar peste100 au suferit răni, a declarat un oficial din Parlamentul Ucrainei. Pe 9 martie, războiul a ajuns și la bebeluși. A fost o revoltă internaţională după cearmata rusă a bombardat o maternitate și un spital de copii din Mariupol, oraș din sudul Ucrainei."
64,2021-09-10,Scriitoarea Bianca Tămaș lansează cartea „Moartea joacă poker”: „A fost nevoie de 10 ani și alte 3 cărți ca să o pot duce la final”,huedin    cluj    stiri de cluj    realitatea    strada taberei    bere    cluj-napoca    pantofi    sora    lansare    poker    amanta,"Bianca Tămaș este o tânără scriitoare din Huedin. Ea a venit la Cluj pentru facultate, unde a studiat jurnalismul și nu a mai plecat de atunci. E jurnalistă și scriitoare, dar și prietenă, soră, fiică, o romantică incurabilă și o persoană de nădejde, o persoană visătoare și mereu cu zâmbetul pe buze. Bianca a menționat cu fiecare ocazie faptul că e înconjurată de oameni minunați care o inspiră în fiecare zi și pe care îi poate numi prieteni.Până acum, ea a scris mai multe cărți: „Când cerul era pe sfârșite”, „Bere și pantofi cu toc”, „Anuță dragă”, iar acum lansează noua ei carte „Moartea joacă poker”, care va avea lansarea pe data de 22 septembrie. Nu mai vorbim despre sute de articole, lucrări, povești și versuri în care mereu lasă o amintire, o lacrimă, un zâmbet, o sensibilitate și o autenticitate rar întâlnite.Știri de Cluj a discutat cu Bianca despre inspirație, oameni, personaje favorite, dar și despre lansarea ce va avea loc în curând.„Am început să lucrez la ea prin 2011. A fost nevoie de 10 ani și alte 3 cărți ca să o pot duce la final pe aceasta. Cred că nu i-a fost momentul până acum. Abia în urmă cu patru ani a început să crească toată ideile în mine și nevoia acută să le așez pe hârtie.Locuind într-un mic oraș de provincie, asta m-a inspirat. Am vrut să ilustrez cumva această lume unde toată lumea știe pe toată lumea și aproape niciodată nu se întâmplă nimic.”„Sincer, a avut un titlu, dar chiar nu mai știu care era. Cert este că eu am visat titlurile tuturor cărților mele. Când am avut visul cu Moartea și cu Îngerul jucând poker, am știut că asta e. Ideea era aceeași înainte să își dorească Moartea să fie vedetă. Pur și simplu am mai adăugat câteva elemente și aceste două personaje care, cumva, au rolul de liant între poveștile din roman.”„Eu nu am scris cartea pentru cineva anume. Nu cred că există o tipologie de oameni care să aibă „nevoie” să o citească. Am scris-o pentru cei care doresc să evadeze puțin din cotidian și să găsească o altă lume, care oglindește realitatea, dar care ne face să vedem că lucrurile nu sunt doar albe și negre. Sunt atâtea nuanțe de gri și atâtea culori în această lume! Trebuie doar să privim cu adevărat pentru a le putea observa.”„Nu cred că poți convinge cu argumente un om care nu a citit să o facă, dacă nu își dorește asta. Până acum i-am convins pe oameni să citească recomandându-le cărți care am știut că le vor plăcea, în care am știut că se vor regăsi. Am învățat să îmi dau seama ce carte se potrivește unei persoane, în funcție de personalitatea sa.”„Scrisul e pentru mine una dintre nevoile de bază. Când simt nevoia să scriu e ca și cum mi-ar fi atât de sete încât am impresia că mă transform în praf dacă nu beau un pahar cu rece. Așa, uneori, am impresia că mă pierd dacă nu scriu. Eu ca să evadez din viața de zi cu zi citesc.”„Am nevoie doar de timp ca să mă apuc de scris. Să mă opresc din alergatul acesta de zi cu zi, să fac o pauză, să îmi pun ordine în gânduri și apoi să încep să scriu.”„După Moarte? Cred că amanta este personajul meu preferat. Drama ei interioară este una foarte profundă, foarte reală. Este victima unor circumstanțe, este victima vieții. De asemenea, îmi place mult personalitatea ei. E dură, nemiloasă de multe ori, e genul de persoană care calcă pe cadavre ca să își atingă scopurile. Cred că într-un fel, uneori, mi-ar plăcea să pot să fiu așa și poate și din acest motiv m-am atașat atât de tare de ea.”„Am o idee, dar cu siguranță vor mai trece câțiva ani până o voi așterne pe hârtie. Deci hai să ne pregătim pentru lansarea aceasta, dacă nu ne încurcă pandemia!”„Avem oameni faini la lansare, momente inedite, surprize drăguțe. Va fi o altfel de lansare. Nu vreau să plictisesc pe nimeni. Dar, cel mai important, ne așteaptă șansa de a ne reîntâlni, iar asta mă bucură enorm. Parcă e, pe zi ce trece, tot mai greu să ne întâlnim cu oamenii dragi.”Cartea „Moartea joacă poker” va fi lansată în data de 22 septembrie 2021, la ora 19:00, la Leon Events, pe strada Taberei, numărul 3, Cluj-Napoca, unde promite că participanții vor avea parte de o „altfel de lansare” plină de surprize."
67,2022-03-13,Cluj: Șoferii de bani gata pun în pericol viața altora. Un Porsche era să spulbere un motociclist - VIDEO,cluj    bolid    panica    motociclist    atac    porsche,"Un motociclist a fost la un pas de a fi spulberat de șoferul unui Porsche, pe un drum din Cluj.Motociclistul circula regulamentar, când în față i-a apărut un bolid, care a depășit în curbă.”Motociclistul a suferit un atac de panica, viața i-a fost pusă grav în pericol. El circula regulamentar dar băieții de bani gata nu dau doi bani pe viața altora și își permit sa depășească în curba”, spun motocicliștii.Sursa:Grup comunitatea moto Cluj"
68,2022-03-12,VIDEO - O refugiată din Ucraina cântă la vioară în Piaţa Unirii. Tânăra îi îndeamnă pe clujeni să i se alăture în centrul orașului în semn de solidaritate,cluj    cluj-napoca    martie    piata unirii    facebook    web    ucraina    clujeni,"O tânără refugiată din Ucraina îi îndeamnă pe clujeni să participe la o manifestare paşnică ce va avea loc sâmbătă, 12 martie, în Piaţa Unirii. Tânăra va susţine acolo un mini concert de vioară pentru a-i face pe participanţi să răspândească mesajul de conştientizare asupra războiului ce-i nimiceşte ţara.Tânăra ucraineancă i-a încântat pe clujenii care au trecut prin Piaţa Unirii, din centrul municipiului Cluj-Napoca, cu talentul ei la vioară. Directorul Organizaţiei „Department of Peace Operations”, Kai Frithjof Brand-Jacobsen, a postat pe pagina sa de Facebook un mesaj alături de un video. Videoul ilustrează o tânără care cântă la vioară în centrul oraşului Cluj-Napoca, iar alături are un afiş prin care îi îndeamnă pe clujeni să se alăture manifestaţiei din Piaţa Unirii din seara aceasta.„Un refugiat din Ucraina. O ființă umană. Un artist. Aici, la Cluj, concertează în Piaţa Unirii. În timp ce un război și o invazie brutală au loc în țara ei, ea performează aici, pentru umanitate. Vă rugăm să veniți să o auziți în această seară în Piața Unirii, de la ora 18:00, pentru Solidaritatea Globală din Ucraina și pentru încheierea războiului”, a transmis ai Frithjof Brand-Jacobsen pe pagina sa de Facebook.Persoanele care vor să participe la această manifestare sunt încurajate să ducă:"
69,2022-03-12,Studenţii au înaintat o petiţie pentru continuarea cursurilor universitare în format online. S-au strâns aproape 18.000 de semnături,cluj    ministerul educatiei    didactice    alerta    student    semnaturi    tinuţ,"Studenţii universităţilor din Cluj au înaintat o petiţie către Ministerul Educaţiei şi Senatelor Universităţilor prin care cer continuarea cursurilor universitare în format online. Documentul a fost iniţiat de un student din Cluj şi a strâns aproape 18.000 de semnături din partea tinerilor care doresc să continue activitatea universitară în format online din diverse motive.„În conformitate cu prevederile articolului II, punctul 3 din Ordonanța de Urgență a Guvernului României nr. 99/2021, instituțiile de învățământ superior pot desfășura activități didactice în format online atât pe perioada stării de alertă, cât și pe întreaga durată a anului universitar 2021-2022. Considerăm că decizia ministerului de a trece învățământul superior în format fizic în cadrul anului universitar 2021-2022 este abuzivă”, se arată în cuprinsul petiţiei.Petiţia mai abordează o problemă care dă târcoale printre studenţi. Deoarece activitatea universitară s-a ţinut în cele mai multe facultăţi în format online, mulţi tineri au ales să rămână în oraşele natale pentru a nu plăti chirie sau cazare, iar acum, când activitatea universitară s-a mutat în mediul fizic, majoritatea nu au cum să revină în oraş pentru că nu au unde să locuiască pe perioada semestrului.„Mulți studenți nu au posibilitatea de a se adapta unui format fizic de învățământ superior în cadrul anului universitar 2021-2022 și doresc continuarea cursurilor de învățământ superior în format online. Cerem ca opinia noastră să fie luată în considerare de către Ministerul Educației și de către senatele universităților și facultăților”, au mai adăugat studenţii în petiţie.„Considerăm că siguranța și interesele studenților sunt cel mai important factor care ar trebui luat în considerare când sunt luate decizii despre forma învățământului superior”, se mai arată în petiţie."
72,2022-02-18,"Vasile Dâncu abia citește în engleză, câteva rânduri, la Bruxelles. Geoană părea rușinat - VIDEO",geoana    psd    cluj    dancu    psd cluj    nato    youtube    cv    mircea geoana    grecia    vasile dancu    bruxelles,"Liderul din umbră al PSD Cluj, ministrul Apărării, Vasile Dâncu, abia a citit în engleză câteva rânduri cu ocazia reuniunii miniştrilor apărării din ţările alianţei, la Bruxelles.La ceremonie au participat și secretarul general adjunct al NATO, Mircea Geoană, ministrul apărării din Grecia – lidera ABDM – Nikolaos Panagiotopoulos şi Vasile Dîncu, ministrul român al apărării.În CV, Vasile Dâncu a scris că știe vorbi engleză și franceză, dar nu a specificat nivelul."
73,2022-03-10,Protecția Consumatorilor a amendat benzinăriile care s-au lăcomit miercuri seara. S-a dovedit că totul a fost fake,stiridecluj.ro    www.stiridecluj.ro    martie    benzina    carburanti    amenzi    preturile    protectia consumatorilor    mol    purtatorul de cuvant    benzinarii,"Protecția Consumatorilor a amendat mai multe benzinării pentru haosul produs miercuri, când șoferii au luat cu asalt pompele.Purtătorul de cuvânt al Guvernului, Dan Cărbunaru, a declarat că au fost aplicate amenzi în valoare de 370.000 de lei.”Până la acest moment, pot să vă prezint situaţia controalelor raportate de aceste structuri. Autoritatea Naţională pentru Protecţia Consumatorilor a controlat peste 70 de staţii de carburant pe întregul teritoriu al ţării, aplicând amenzi în valoare de 370.000 de lei, dintre care cea mai mare, de 100.000 de lei, a fost aplicată chiar la sediul central al unui furnizor de carburanţi care are pe teritoriul naţional 215 staţii de carburant”, a declarat Dan Cărbunaru la finalul ședinței de Guvern.Benzinăria MOL din Beiuș, care a pus prețul de 11 lei pentru un litru de benzină, a primit o amendă de 35.000 de lei, fiind propusă şi semnată şi în acest caz decizie de încetare a practicilor comerciale incorecte. De la această benzinărie s-a răspândit zvonul că până joi, 10 martie, prețurile vor fi peste tot mai mari.Joi s-a demonstrat că totul a fost fake și că prețurile la carburanți nu au crescut.Patronul benzinariei din Beiuș, care a pus prețul de ”11 lei litrul”, a explicat de ce a făcut acest lucru"
75,2021-09-09,Untold 2021. Cluj: 300.000 de persoane sunt așteptate la UNTOLD. Participă persoane din peste 100 de ţări,romania    cluj    premiera    cluj-napoca    smurd    pompieri    jandarmi    festival    politisti    gheorghe zamfir    parov stelar    bogdan buta    david guetta    dimitri vegas & like mike    buta    the script    covid-19    covid    untold 2021    codin maticiuc,"Aproximativ 300.000 de persoane sunt aşteptate să intre, începând de joi, pe porţile Festivalului UNTOLD, cumulat în cele patru zile de desfăşurare.Organizatorii au anunţat că în fiecare zi sunt aşteptate câte 70.000-75.000 de persoane din peste 100 de ţări.„Participă persoane din peste 100 de ţări. Anul acesta avem o limită de 75.000 de persoane zilnic impusă de autorităţi. În 2019 am avut circa 100.000 de persoane zilnic. Deci, în anul acesta va fi 70-75% din participarea de la ediţia precedentă”, a declarat managerul UNTOLD, Bogdan Buta.Pentru buna desfăşurare a festivalului, organizatorii solicită, în premieră în România, certificatul digital european COVID-19 sau testarea rapidă antigen pentru toţi participanţii, care vor fi supravegheaţi de aproximativ 1.000 de jandarmi şi poliţişti.„Zilnic, aproape 1.000 de jandarmi şi poliţişti, pompieri, medici, voluntari SMURD, peste 600 de agenţi ai firmei de pază şi 75 de poliţişti locali vor fi implicaţi în asigurarea siguranţei şi protecţiei participanţilor şi acordarea asistenţei medicale de primă urgenţă”, se arată într-un comunicat al Grupării de Jandarmi Mobile din Cluj-Napoca.Participanţii la Festivalul UNTOLD pot dona pentru proiectul „Spitale publice din bani privaţi”, iniţiat de actorul Codin Maticiuc şi de Fundaţia Metropolis, şi au avut ocazia să doneze sânge pentru bilete de intrare la festival.La ediţia din acest an sunt aşteptaţi să concerteze, printre alţii, David Guetta, Martin Garrix, Dimitri Vegas & Like Mike, The Script, Parov Stelar, Tyga, Sam Feldt, dar şi naistul Gheorghe Zamfir."
76,2022-03-10,"Bianca Drăgușanu, dezamăgită de cadourile primite la ziua ei: „Vii cu un săpun? Du-te dracu' de aici că ești proastă”",stiridecluj.ro    plastic    www.stiridecluj.ro    bucuresti    televiziune    bianca dragusanu    sapun    petrecere    haine,"Bianca Drăgușanu a împlinit recent 40 de ani și a organizat o petrecere fastuoasă. Blondina și-a adunat toți prietenii într-un local, unde au fost prezente numai nume grele din lumea showbiz-ului românesc. Cu toate acestea, unele cadouri au dezamăgit-o foarte mult.Bianca Drăgușanu a postat mai multe videoclipuri pe contul său personal de Instagram unde a povestit ce s-a întâmplat, de fapt, la ziua ei de naștere. Blondina s-a simțit foarte jignită, în momentul în care a deschis cadourile, iar într-una dintre pungi de cadou, a observat un odorizant de baie, un săpun și trei trandafiri de săpun. De asemenea, vedeta a declarat că știe cine sunt persoanele care i-au făcut un asemenea cadou, notează spynews.ro.„Ce cadou poate să îți facă o cretinoidă din asta care vine cu o pungă. Mai bine, dracu', nu puneai nimic în pungă. Vii cu un săpun? Du-te dracu' de aici că ești proastă. Mai ai și magazin de haine. Aștept scuze din partea ta, că altfel promit că te dau în vileag. Ia-te și spală-te tu cu el. N-ai cum, dă-te-n papucu' meu! N-ai cum să vii cu săpun și cu trandafiri de plastic. Dacă tu ești o c@%^$!@$ nu înseamnă că și eu sunt la fel. Eu am cașcaval, știi ce zic? Și nu mă interesează”, a spus Bianca Drăgușanu.Bianca Drăguşanu nu e la primul derapaj. În 2021, ea a relatat amănunte din viața ei privată, la podcastul lui Damian Drăghici.Ea a spus că a venit în Bucureşti cu un singur scop, să îşi urmeze visul. A abandonat facultatea începută în oraşul natal, Petroşani, dar nu regretă, pentru că prietenele ei care au terminat-o se descurcă cu greu cu banii.”Am venit în București pentru a-mi urma visul. Nu am terminat facultatea, am făcut doi ani și jumătate la ASE, în Petroșani, după care am abandonat, după care am început alte cursuri la o școală de televiziune. Și acolo m-am pierdut pe drum. Și mi-am dat seama că adevărata școală, care m-a ajutat pe mine să reușesc, este școala vieții.Eu am prietene și cunoștințe cu două-trei facultăți și sunt vânzătoare și se plimbă cu metroul. Eu nu am reușit să termin facultatea, dar am tot ce-mi trebuie. Nu pot să spun că am sau n-am regrete că n-am terminat facultatea.Cred că mi-aș fi dorit foarte tare să devin medic, dacă aveam capacitatea și resursele financiare la momentul potrivit, cu siguranță terminam Facultatea de Medicină și aș fi fost unul dintre cei mai buni medici esteticieni”, a spus Bianca Drăgușanu, în cadrul podacast-ului.Vezi mai departe clipul video."
78,2022-03-14,"Gheorghe Flutur, vrea să scape de refugiați: Suntem bucuroși să SCĂPĂM DE EI, la Cluj sau București - VIDEO",cluj    pnl    bucuresti    suceava,"Președintele Consiliului Județean Suceava, Gheorghe Flutur - PNL, a fost filmat în timp ce spunea că vrea să scape de problema refugiaților, profitând că aceștia vor să plece la Cluj sau București.“Suntem bucuroși să SCĂPĂM DE EI! Că au preferințe, unii la Cluj, alții la București. Să-i ia ăștia care vor să își pună pensiunile, casele la bătaie”, a spus Flutur."
